"","X.1","X","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","contact","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"219",219,241,"Hope Valley Farms YMCA","4818 S Roxboro St","Durham","NC",27713,8042,"Allie","Boulton","Director",9194019621,"Youth Organizations & Centers",624110,713940,713940,624190,624410,"Private","Durham",35,1686000,"ymcatriangle.org",2012,"4818 S Roxboro St Durham NC 27713","https://www.ymcatriangle.org","YMCA",35.933860875938,-78.936200128602
"220",220,242,"Horizon Programs","310 W Main St # A","Washington","NC",27889,4881,"Nicole","Howard","Director",2529460185,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Beaufort",1,33000,NA,1987,"310 W Main St # A Washington NC 27889","","Other",35.543663180595,-77.05844123321
"221",221,243,"Hugh Obrian Youth Leadership","1959 N Peace Haven Rd Pmb 226","Winston Salem","NC",27106,4850,"Mitzi","Silverstein","Manager",8280001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Forsyth",10,420000,NA,2023,"1959 N Peace Haven Rd Pmb 226 Winston Salem NC 27106","","Other",36.117589763339,-80.313614765051
"222",222,244,"I AM Better","120 Langtree Village Dr # 401","Mooresville","NC",28117,7618,"Davetta","Williams","Manager",7040001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Iredell",22,1402000,"iambetternonprofit.com",2021,"120 Langtree Village Dr # 401 Mooresville NC 28117","https://www.iambetternonprofit.com","Other",35.528355910437,-80.866650114475
"223",223,245,"I Got Next Youth Sports Inc","6025 the Meadows Ln","Harrisburg","NC",28075,3907,"Deonn","Leath","Owner",7040001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Cabarrus",2,138000,NA,2015,"6025 the Meadows Ln Harrisburg NC 28075","","Sports",35.33382988476,-80.654399967269
"224",224,246,"I Grind Youth Organization Inc","328 E 17th St","Winston Salem","NC",27105,6016,"Antonio","Nicholson","Manager",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",2,94000,NA,2020,"328 E 17th St Winston Salem NC 27105","","Other",36.115315612466,-80.241426114284
"225",225,247,"Impact Youth Outreach Inc","523 Winchester Rd","Bryson City","NC",28713,1500,"Robert S","Owen II","Owner",8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Swain",4,231000,NA,2015,"523 Winchester Rd Bryson City NC 28713","","Other",35.438233153784,-83.428028670526
"226",226,248,"Ingram Family YMCA","1907 K M Wicker Memorial Dr","Sanford","NC",27330,5070,"Jessica","Mashburn","Exec Director",9197779622,"Youth Organizations & Centers",624110,561790,713940,713940,624190,"Private","Lee",100,3318000,"ymcatriangle.org",1999,"1907 K M Wicker Memorial Dr Sanford NC 27330","https://www.ymcatriangle.org","YMCA",35.467751346196,-79.189251888073
"227",227,249,"Innovative Community Sch & Svc","1383 Walker Rd","Asheboro","NC",27205,2225,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Randolph",24,901000,NA,2023,"1383 Walker Rd Asheboro NC 27205","","Other",35.666067468132,-79.880590869752
"228",228,250,"J Smith Young YMCA","119 W 3rd Ave","Lexington","NC",27292,3023,"Tony","Sigmon","CEO",3362492177,"Youth Organizations & Centers",624110,624190,624190,813319,999990,"Private","Davidson",146,6669000,"lexingtonymca.com",1984,"119 W 3rd Ave Lexington NC 27292","https://www.lexingtonymca.com","YMCA",35.823057553063,-80.256996457942
"229",229,251,"James J Harris Br Family YMCA","5900 Quail Hollow Rd","Charlotte","NC",28210,5005,"Steve","Bowers","Vice President",7047166800,"Youth Organizations & Centers",624110,713940,624190,813319,NA,"Private","Mecklenburg",600,36979000,"ymcacharlotte.org",1995,"5900 Quail Hollow Rd Charlotte NC 28210","https://www.ymcacharlotte.org","YMCA",35.133053112691,-80.839110656658
"230",230,252,"Johnston YMCA","3025 N Davidson St","Charlotte","NC",28205,1041,"Carola","Cardenas","Exec Director",7047166300,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Mecklenburg",100,6164000,"ymcacharlotte.org",2005,"3025 N Davidson St Charlotte NC 28205","https://www.ymcacharlotte.org","YMCA",35.246009944544,-80.807600839809
"231",231,253,"Joshua Youth Camp","29387 Pennington Rd","Albemarle","NC",28001,6335,NA,NA,NA,7049823338,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Stanly",2,65000,NA,2006,"29387 Pennington Rd Albemarle NC 28001","","Other",35.381088523787,-80.24648917032
"232",232,254,"Junior Order United Amer","3844 Nc Highway 8","Lexington","NC",27292,8892,"Judy","Byrd","Manager",2033582126,"Youth Organizations & Centers",624110,811111,813319,999990,NA,"Private","Davidson",3,138000,NA,2018,"3844 Nc Highway 8 Lexington NC 27292","","Other",35.760576123629,-80.263057030657
"233",233,255,"Kathleen Price Bryan Family","501 W Market St","Greensboro","NC",27401,2207,"Joe","Hennigan","Exec Director",3364789622,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Guilford",100,5600000,"ymcagreensboro.org",2002,"501 W Market St Greensboro NC 27401","https://www.ymcagreensboro.org","Other",36.072731251829,-79.796227653771
"234",234,256,"Keith Family YMCA","8100 Mallard Creek Rd","Charlotte","NC",28262,2238,"Molly","Thompson","Vice President",7047166700,"Youth Organizations & Centers",624110,713940,813910,NA,NA,"Private","Mecklenburg",125,7704000,"ymcacharlotte.org",2018,"8100 Mallard Creek Rd Charlotte NC 28262","https://www.ymcacharlotte.org","YMCA",35.317073761477,-80.780199314761
"235",235,257,"Kernersville Family YMCA","1113 W Mountain St","Kernersville","NC",27284,2125,"Erin","Carver","CEO",3369962231,"Youth Organizations & Centers",624110,812191,713940,NA,NA,"Private","Forsyth",100,4663000,"ymcanwnc.org",1997,"1113 W Mountain St Kernersville NC 27284","https://www.ymcanwnc.org","YMCA",36.133918815795,-80.093581019828
"236",236,258,"Kerr Family YMCA","2500 Wakefield Pines Dr","Raleigh","NC",27614,8812,"Mary","Frazier","Senior VP",9195696717,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Wake",60,3917000,"ymcatriangle.org",2003,"2500 Wakefield Pines Dr Raleigh NC 27614","https://www.ymcatriangle.org","YMCA",35.947720932172,-78.567571783769
"237",237,259,"Keystone Education & Youth Svc","3637 Old Vineyard Rd","Winston Salem","NC",27104,4842,NA,NA,NA,3367608687,"Youth Organizations & Centers",624110,611710,NA,NA,NA,"Private","Forsyth",5,234000,NA,2007,"3637 Old Vineyard Rd Winston Salem NC 27104","","Other",36.077855214608,-80.318125665862
"238",238,260,"Kings Mountain YMCA","211 Cleveland Ave","Kings Mountain","NC",28086,3105,"Kevin","Osborne","Vice President",7047399631,"Youth Organizations & Centers",624110,713940,624190,624190,921120,"Municipal","Cleveland",25,NA,"clevecoymca.org",2021,"211 Cleveland Ave Kings Mountain NC 28086","https://www.clevecoymca.org","YMCA",35.242596363504,-81.332280000832
"239",239,261,"Kraft Family YMCA","8921 Holly Springs Rd","Apex","NC",27539,9197,"Angie","Field","Exec Director",9196579622,"Youth Organizations & Centers",624110,713940,624190,624410,NA,"Private","Wake",35,2285000,"ymcatriangle.org",2013,"8921 Holly Springs Rd Apex NC 27539","https://www.ymcatriangle.org","YMCA",35.691365306099,-78.777205123058
"240",240,262,"Lakewood YMCA","2119 Chapel Hill Rd","Durham","NC",27707,1499,NA,NA,NA,9194019622,"Youth Organizations & Centers",624110,624190,813319,NA,NA,"Private","Durham",150,7225000,"ymcatriangle.org",1995,"2119 Chapel Hill Rd Durham NC 27707","https://www.ymcatriangle.org","YMCA",35.984689500994,-78.929402242244
"241",241,263,"Lauren Jaquays LGBTQ Youth","642 W King St","Boone","NC",28607,3420,"Andrea N","Capua","Owner",8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Watauga",3,109000,NA,2015,"642 W King St Boone NC 28607","","Other",36.218764379066,-81.683896561974
"242",242,264,"Lighthouse Children's Homes1","9898 Rockfish Rd","Raeford","NC",28376,6727,"Dedrain","Addison","Manager",9100001111,"Youth Organizations & Centers",624110,623990,999990,NA,NA,"Private","Hoke",2,53000,NA,2020,"9898 Rockfish Rd Raeford NC 28376","","Other",34.960480954913,-79.053188467749
"243",243,265,"Lincoln Co Boxing & Youth Inc","735 Wise Rd","Lincolnton","NC",28092,753,NA,NA,NA,7047350338,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Lincoln",2,143000,NA,2011,"735 Wise Rd Lincolnton NC 28092","","Other",35.497837341102,-81.3627208937
"244",244,266,"Lincoln County YMCA","1402 E Gaston St","Lincolnton","NC",28092,4400,"Joe","Kovalcheck","Exec Director",7047164500,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Lincoln",110,7821000,"ymcacharlotte.org",2005,"1402 E Gaston St Lincolnton NC 28092","https://www.ymcacharlotte.org","YMCA",35.472895288767,-81.235783826982
"245",245,267,"Lincoln Height Community Ctr","34 Lincoln St","Roanoke Rapids","NC",27870,2363,"Carolyn","Battle","Exec Director",2520001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Halifax",2,78000,NA,2021,"34 Lincoln St Roanoke Rapids NC 27870","","Center",36.451604363265,-77.679452620193
"246",246,269,"Little League Baseball Inc","279 Stone Haven Dr","Pilot Mountain","NC",27041,7495,"Marla","Galyean","Manager",8280001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Surry",9,360000,NA,2023,"279 Stone Haven Dr Pilot Mountain NC 27041","","Sports",36.368686242947,-80.463444808857
"247",247,270,"Living & Learning Youth Ctr","1486 Dr Mlk Jr Blvd","Warrenton","NC",27589,9169,"Isaac","Blount","Operations",2524812282,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Warren",21,473000,NA,2021,"1486 Dr Mlk Jr Blvd Warrenton NC 27589","","Center",36.368869049914,-78.215867706353
"248",248,271,"LKN Fountain of Youth PLLC","147 Market Place Ave","Mooresville","NC",28117,8184,"Amber R","George","Manager",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Iredell",8,449000,"lakenormanfountainofyouth.com",2018,"147 Market Place Ave Mooresville NC 28117","https://www.lakenormanfountainofyouth.com","Other",35.586331598537,-80.8761177439
"249",249,272,"Lost & Found Christian Youth","4221 Belcher St","Farmville","NC",27828,1365,"Tim","Leggett","Religious Dir",2527536578,"Youth Organizations & Centers",624110,813110,NA,NA,NA,"Private","Pitt",3,172000,NA,2007,"4221 Belcher St Farmville NC 27828","","Faith",35.598469538051,-77.585256279391
"250",250,273,"Love Youth Faith Empowerment","1330 Ashe St","Greensboro","NC",27406,2241,NA,NA,NA,3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",6,336000,NA,2014,"1330 Ashe St Greensboro NC 27406","","Faith",36.053748003723,-79.796435700682
"251",251,274,"Make Your Mark Youth Outreach","300 Gilman Ln # 109","Raleigh","NC",27610,2585,"Ashley","Ratliff","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",7,457000,NA,2018,"300 Gilman Ln # 109 Raleigh NC 27610","","Other",35.774872484245,-78.545334241662
"252",252,275,"Makeherspace Inc","3012 Tindle Hill Ln","Charlotte","NC",28216,8007,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Mecklenburg",26,1603000,NA,2023,"3012 Tindle Hill Ln Charlotte NC 28216","","Other",35.310579115178,-80.874591076792
"253",253,276,"Mallard Creek","11010 David Taylor Dr","Charlotte","NC",28262,1574,NA,NA,NA,7045494908,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",14,863000,"mallardcreekbbq.com",2007,"11010 David Taylor Dr Charlotte NC 28262","https://www.mallardcreekbbq.com","Other",35.33978803549,-80.764940829189
"254",254,277,"Mallard Creek Learning Ctr","8765 Browne Rd","Charlotte","NC",28269,1166,"Jackie","Williams","Owner",7049482046,"Youth Organizations & Centers",624110,621610,611710,624410,624410,"Private","Mecklenburg",7,432000,"mallardcreekcenter.com",2007,"8765 Browne Rd Charlotte NC 28269","https://www.mallardcreekcenter.com","Center",35.361423225106,-80.800323292255
"255",255,278,"Mary Bowles Youth Empowerment","4595 Gold Hill Rd","Concord","NC",28025,7959,"J D","Bowles","Manager",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cabarrus",4,275000,NA,2018,"4595 Gold Hill Rd Concord NC 28025","","Other",35.451415100452,-80.499281257649
"256",256,279,"Mccrorey YMCA","3801 Beatties Ford Rd","Charlotte","NC",28216,3215,"Dena","Paulding","Exec Director",7047166500,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",31,1911000,"ymcacharlotte.org",2013,"3801 Beatties Ford Rd Charlotte NC 28216","https://www.ymcacharlotte.org","YMCA",35.284881252398,-80.858208969777
"257",257,280,"Melanated Youth Inc","183 Bryant Newkirk Rd","Rose Hill","NC",28458,8724,"Eric C","Brite Jr","Manager",9100001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Duplin",22,532000,NA,2021,"183 Bryant Newkirk Rd Rose Hill NC 28458","","Other",34.82023738811,-78.043781048341
"258",258,281,"Mid-State Youth Sports Mgmt","2015 Blue Rock Ct","Greensboro","NC",27405,1833,"Derrick","Hicks","Owner",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",2,112000,NA,2016,"2015 Blue Rock Ct Greensboro NC 27405","","Sports",36.146602165403,-79.745666381625
"259",259,282,"Midtown YMCA","709 George Anderson Dr","Wilmington","NC",28412,5251,NA,NA,NA,9107696800,"Youth Organizations & Centers",624110,813910,NA,NA,NA,"Private","New Hanover",15,904000,"ymcasenc.org",2018,"709 George Anderson Dr Wilmington NC 28412","https://www.ymcasenc.org","YMCA",34.177822304857,-77.912359549009
"260",260,283,"Military Scholars Youth Devmnt","1425 Waverly St","Winston Salem","NC",27127,5943,"Marcus","Bryant","Manager",3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Forsyth",4,187000,NA,2020,"1425 Waverly St Winston Salem NC 27127","","Other",36.033746731198,-80.269901029808
"261",261,285,"More Than Conquerors Youth Ctr","408 E E St","Butner","NC",27509,2037,"Danielle","Terry","President",9195750746,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Granville",10,377000,NA,2011,"408 E E St Butner NC 27509","","Center",36.141271015522,-78.758245694494
"262",262,286,"Morehead City Boys-Girls Club","3321 Bridges St","Morehead City","NC",28557,3217,"Andrea","Nix","Vice President",2522223007,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Carteret",13,754000,"bgccp.com",1947,"3321 Bridges St Morehead City NC 28557","https://www.bgccp.com","Clubs",34.727149709479,-76.748688985458
"263",263,287,"Morning Star Youth Development","2301 Bladen Union Church Rd","Fayetteville","NC",28306,9706,"Radiah","Johnson","Owner",9100001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Bladen",2,33000,NA,2016,"2301 Bladen Union Church Rd Fayetteville NC 28306","","Other",34.829599402975,-78.867612222574
"264",264,288,"Morrisville Youth Leadership","3205 Rapid Falls Rd","Morrisville","NC",27560,6016,"Akhila","Boyina","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",2,131000,NA,2016,"3205 Rapid Falls Rd Morrisville NC 27560","","Other",35.833345621683,-78.852148127585
"265",265,289,"Mother Marys Ctr For Youth LLC","235 Winding Canyon Dr","Charlotte","NC",28214,5012,"Domonique","Jones","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,NA,2015,"235 Winding Canyon Dr Charlotte NC 28214","","Center",35.283322818632,-80.926034263205
"266",266,290,"Movement of Youth","2530 Meridian Pkwy # 300","Durham","NC",27713,5273,"Atrayus","Goode","Manager",9190001111,"Youth Organizations & Centers",624110,813311,813319,NA,NA,"Private","Durham",2,97000,"mentornc.org",2020,"2530 Meridian Pkwy # 300 Durham NC 27713","https://www.mentornc.org","Other",35.910815156352,-78.895497642752
"267",267,291,"Murphy Youth Basketball Inc","136 Beechwood Acres Dr","Murphy","NC",28906,5173,"Terry","Jones","Manager",8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cherokee",4,129000,NA,2018,"136 Beechwood Acres Dr Murphy NC 28906","","Sports",35.115511584967,-83.998463814981
"268",268,292,"Mustard Seed Ministry","5656 Carolina Beach Rd","Wilmington","NC",28412,2608,"Joanne","Clark","Owner",9103988528,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","New Hanover",5,302000,NA,2010,"5656 Carolina Beach Rd Wilmington NC 28412","","Faith",34.131834761078,-77.896279805114
"269",269,293,"Mustard Seed Youth Ctr","2207 Rheims Dr","Greensboro","NC",27407,4930,NA,NA,NA,3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",3,168000,NA,2014,"2207 Rheims Dr Greensboro NC 27407","","Center",36.038234618662,-79.828542061647
"270",270,294,"National Association-Ext 4-H","701 Exposition Pl # 206","Raleigh","NC",27615,3359,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,813319,813910,NA,NA,"Private","Wake",2,131000,NA,2020,"701 Exposition Pl # 206 Raleigh NC 27615","","Other",35.890778562409,-78.628368560048
"271",271,295,"National Scholastic Sports","111 Mimosa Dr","Chapel Hill","NC",27514,9749,"Stephen","Underwood","Director",9194905206,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Orange",4,208000,"nationalscholastic.org",1990,"111 Mimosa Dr Chapel Hill NC 27514","https://www.nationalscholastic.org","Sports",35.980711383787,-79.025403584388
"272",272,296,"National Youth & Devmnt Acad","6908 Albaneen Ct","Charlotte","NC",28215,9758,"Andrea","Sparkman","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,NA,2015,"6908 Albaneen Ct Charlotte NC 28215","","Other",35.233568261237,-80.716023025124
"273",273,298,"NC Rising Youth Organization","1000 Brookside Dr # 109","Raleigh","NC",27604,1981,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",5,327000,NA,2014,"1000 Brookside Dr # 109 Raleigh NC 27604","","Other",35.792034273089,-78.62504477108
"274",274,299,"NC Youth Violence Prevention","800 N Walnut St","Lumberton","NC",28358,4832,NA,NA,NA,9100001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Robeson",27,806000,NA,2021,"800 N Walnut St Lumberton NC 28358","","Other",34.622365346949,-79.005926863961
"275",275,300,"Nebo Youth Sports Activity Inc","254 Nebo School Rd","Nebo","NC",28761,6847,NA,NA,NA,8280001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","McDowell",5,370000,NA,2014,"254 Nebo School Rd Nebo NC 28761","","Sports",35.713874349621,-81.928697695392
